,created_by,created_at,closed_by,closed_at,labels,interactions,repository,type,size,merged_at,commits_number,referenced_issues,reviews,requested_reviewers
10,fridex,1568255551,thoth-zuul[bot],1568713028.0,"['approved', 'size/XS']",{'thoth-zuul[bot]': 18},thoth-station/core,PullRequest,XS,1568713028.0,1.0,[],"{'289197097': {'author': 'goern', 'words_count': 1, 'submitted_at': 1568712973, 'state': 'APPROVED'}}",['harshad16']
11,fridex,1564036825,thoth-zuul[bot],1564044030.0,"['approved', 'size/XS']",{'thoth-zuul[bot]': 18},thoth-station/core,PullRequest,XS,1564044030.0,1.0,[],"{'266542157': {'author': 'pacospace', 'words_count': 1, 'submitted_at': 1564043988, 'state': 'APPROVED'}}",['harshad16']
12,fridex,1561366323,thoth-zuul[bot],1561366460.0,"['approved', 'size/XS']",{'thoth-zuul[bot]': 18},thoth-station/core,PullRequest,XS,1561366460.0,1.0,[],"{'253338695': {'author': 'pacospace', 'words_count': 1, 'submitted_at': 1561366416, 'state': 'APPROVED'}}",[]
13,pacospace,1561022670,thoth-zuul[bot],1561189969.0,"['approved', 'size/XS']",{'thoth-zuul[bot]': 18},thoth-station/core,PullRequest,XS,1561189969.0,1.0,[],"{'253089776': {'author': 'goern', 'words_count': 1, 'submitted_at': 1561189923, 'state': 'APPROVED'}}",[]
14,pacospace,1558687168,thoth-zuul[bot],1559631123.0,"['approved', 'size/M']",{'thoth-zuul[bot]': 34},thoth-station/core,PullRequest,M,1559631122.0,1.0,[],"{'242111089': {'author': 'goern', 'words_count': 1, 'submitted_at': 1558944722, 'state': 'COMMENTED'}, '242212615': {'author': 'pacospace', 'words_count': 1, 'submitted_at': 1558947735, 'state': 'COMMENTED'}, '245310950': {'author': 'goern', 'words_count': 1, 'submitted_at': 1559631058, 'state': 'APPROVED'}}",[]
15,pacospace,1557904117,thoth-zuul[bot],1557942680.0,['approved'],{'thoth-zuul[bot]': 18},thoth-station/core,PullRequest,XS,1557942680.0,1.0,[],"{'237709973': {'author': 'fridex', 'words_count': 1, 'submitted_at': 1557905708, 'state': 'APPROVED'}}",[]
16,fridex,1556105488,thoth-zuul[bot],1556105696.0,"['approved', 'size/XS']",{'thoth-zuul[bot]': 18},thoth-station/core,PullRequest,XS,1556105696.0,1.0,[],"{'230111793': {'author': 'goern', 'words_count': 1, 'submitted_at': 1556105640, 'state': 'APPROVED'}}",[]
17,goern,1556101416,thoth-zuul[bot],1556101886.0,"['approved', 'size/S']",{'thoth-zuul[bot]': 18},thoth-station/core,PullRequest,S,1556101886.0,1.0,[],"{'230076225': {'author': 'fridex', 'words_count': 1, 'submitted_at': 1556101841, 'state': 'APPROVED'}, '230108894': {'author': 'fridex', 'words_count': 1, 'submitted_at': 1556105369, 'state': 'COMMENTED'}}",['harshad16']
18,fridex,1555573919,fridex,1562234032.0,"['approved', 'needs-rebase', 'size/S']","{'thoth-zuul[bot]': 47, 'fridex': 3}",thoth-station/core,PullRequest,S,,1.0,[],"{'237710731': {'author': 'fridex', 'words_count': 1, 'submitted_at': 1557905830, 'state': 'COMMENTED'}, '237714223': {'author': 'pacospace', 'words_count': 1, 'submitted_at': 1557906216, 'state': 'APPROVED'}}",[]
19,fridex,1555573685,thoth-zuul[bot],1555782144.0,"['approved', 'size/M']","{'thoth-zuul[bot]': 26, 'goern': 1}",thoth-station/core,PullRequest,M,1555782144.0,1.0,[],"{'228888810': {'author': 'goern', 'words_count': 1, 'submitted_at': 1555782097, 'state': 'APPROVED'}}",[]
20,goern,1554707483,thoth-zuul[bot],1554707617.0,"['approved', 'size/XS']",{'thoth-zuul[bot]': 18},thoth-station/core,PullRequest,XS,1554707617.0,1.0,[],"{'223724524': {'author': 'fridex', 'words_count': 5, 'submitted_at': 1554707567, 'state': 'APPROVED'}}",[]
21,fridex,1552918589,fridex,1552924011.0,['size/S'],{'thoth-zuul[bot]': 8},thoth-station/core,PullRequest,S,1552924011.0,1.0,[],{},[]
22,fridex,1552917422,fridex,1552917629.0,['size/S'],{'thoth-zuul[bot]': 8},thoth-station/core,PullRequest,S,,1.0,[],{},[]
23,fridex,1552472741,thoth-zuul[bot],1552592996.0,"['approved', 'size/XS']",{'thoth-zuul[bot]': 18},thoth-station/core,PullRequest,XS,1552592996.0,1.0,[],"{'214756007': {'author': 'goern', 'words_count': 1, 'submitted_at': 1552592946, 'state': 'APPROVED'}}",[]
24,fridex,1551871112,fridex,1552982005.0,['size/S'],"{'thoth-zuul[bot]': 15, 'fridex': 8}",thoth-station/core,PullRequest,S,1552982005.0,1.0,[],{},[]
25,pacospace,1551197480,thoth-zuul[bot],1551437603.0,"['approved', 'size/XS']","{'thoth-zuul[bot]': 42, 'fridex': 2, 'goern': 1}",thoth-station/core,PullRequest,XS,1551437603.0,2.0,[],"{'208217165': {'author': 'harshad16', 'words_count': 41, 'submitted_at': 1551212834, 'state': 'APPROVED'}, '209547806': {'author': 'goern', 'words_count': 1, 'submitted_at': 1551437531, 'state': 'APPROVED'}}",[]
26,goern,1550825845,goern,1555782150.0,['size/L'],"{'todo[bot]': 25, 'thoth-zuul[bot]': 8, 'fridex': 2}",thoth-station/core,PullRequest,L,,1.0,[],{},[]
27,goern,1550223235,thoth-zuul[bot],1550223891.0,"['approved', 'size/XS']",{'thoth-zuul[bot]': 18},thoth-station/core,PullRequest,XS,1550223891.0,1.0,[],"{'204178586': {'author': 'fridex', 'words_count': 1, 'submitted_at': 1550223830, 'state': 'APPROVED'}}",[]
28,goern,1550160273,goern,1550221672.0,['size/L'],"{'todo[bot]': 28, 'thoth-zuul[bot]': 9}",thoth-station/core,PullRequest,L,1550221672.0,1.0,[],{},['fridex']
29,fridex,1550134289,fridex,1550134340.0,['size/XS'],{},thoth-station/core,PullRequest,XS,1550134340.0,1.0,[],{},[]
30,fridex,1550131922,fridex,1550149960.0,['size/XS'],{'thoth-zuul[bot]': 9},thoth-station/core,PullRequest,XS,1550149960.0,1.0,[],{},[]
31,fridex,1550131134,thoth-zuul[bot],1550131304.0,"['approved', 'size/XS']",{'thoth-zuul[bot]': 18},thoth-station/core,PullRequest,XS,1550131304.0,1.0,[],"{'203628412': {'author': 'goern', 'words_count': 1, 'submitted_at': 1550131220, 'state': 'APPROVED'}}",[]
32,goern,1549531594,thoth-zuul[bot],1550221860.0,"['approved', 'size/L']","{'goern': 1, 'thoth-zuul[bot]': 18}",thoth-station/core,PullRequest,L,1550221860.0,1.0,[],"{'201012975': {'author': 'fridex', 'words_count': 1, 'submitted_at': 1549531758, 'state': 'APPROVED'}}",[]
33,goern,1549531391,thoth-zuul[bot],1550221951.0,"['approved', 'size/L']","{'goern': 2, 'thoth-zuul[bot]': 18}",thoth-station/core,PullRequest,L,1550221951.0,1.0,[],"{'201012865': {'author': 'fridex', 'words_count': 1, 'submitted_at': 1549531743, 'state': 'APPROVED'}}",[]
34,fridex,1549031656,fridex,1549032597.0,"['size/L', 'size/XS']",{},thoth-station/core,PullRequest,L,1549032597.0,2.0,[],{},[]
35,fridex,1549026777,fridex,1549026836.0,['size/XS'],{},thoth-station/core,PullRequest,XS,1549026836.0,1.0,[],{},[]
36,fridex,1549023138,fridex,1549026691.0,['size/XS'],{},thoth-station/core,PullRequest,XS,1549026691.0,1.0,[],{},[]
37,goern,1547664207,goern,1547668661.0,['size/M'],{'thoth-zuul[bot]': 9},thoth-station/core,PullRequest,M,1547668661.0,3.0,[],{},[]
38,fridex,1547569254,fridex,1547623126.0,['size/XS'],{'thoth-zuul[bot]': 9},thoth-station/core,PullRequest,XS,1547623126.0,1.0,[],{},['goern']
39,fridex,1547116111,fridex,1547116173.0,['size/XS'],{},thoth-station/core,PullRequest,XS,1547116173.0,1.0,[],{},[]
40,fridex,1547115599,fridex,1547115633.0,['size/XS'],{},thoth-station/core,PullRequest,XS,1547115633.0,1.0,[],{},[]
41,goern,1546596229,goern,1546597274.0,[],{'todo[bot]': 25},thoth-station/core,PullRequest,XL,1546597274.0,3.0,[],{},[]
42,fridex,1543836465,fridex,1543836508.0,['size/M'],{},thoth-station/core,PullRequest,M,1543836508.0,1.0,[],{},[]
43,CermakM,1542032625,thoth-zuul[bot],1542035250.0,"['approved', 'size/XS']","{'thoth-zuul[bot]': 20, 'goern': 15}",thoth-station/core,PullRequest,XS,1542035250.0,1.0,[],"{'173973647': {'author': 'fridex', 'words_count': 1, 'submitted_at': 1542035104, 'state': 'APPROVED'}}",['goern']
44,goern,1541487609,goern,1558425506.0,['enhancement'],{'goern': 2},thoth-station/core,PullRequest,XL,1558425506.0,7.0,[],"{'174055796': {'author': 'goern', 'words_count': 1, 'submitted_at': 1542046929, 'state': 'COMMENTED'}}",['fridex']
45,goern,1541320634,thoth-zuul[bot],1541509185.0,"['approved', 'size/M']","{'goern': 2, 'thoth-zuul[bot]': 20}",thoth-station/core,PullRequest,M,1541509185.0,1.0,[],"{'171596934': {'author': 'ace2107', 'words_count': 1, 'submitted_at': 1541426725, 'state': 'APPROVED'}}",[]
46,goern,1541081760,thoth-zuul[bot],1541225535.0,"['approved', 'size/S']","{'thoth-zuul[bot]': 20, 'goern': 1}",thoth-station/core,PullRequest,S,1541225535.0,1.0,[],"{'170765825': {'author': 'ace2107', 'words_count': 1, 'submitted_at': 1541085976, 'state': 'APPROVED'}}",[]
47,goern,1541081658,thoth-zuul[bot],1541226650.0,"['approved', 'size/S']","{'thoth-zuul[bot]': 20, 'goern': 1}",thoth-station/core,PullRequest,S,1541226650.0,1.0,[],"{'171000126': {'author': 'fridex', 'words_count': 1, 'submitted_at': 1541142319, 'state': 'APPROVED'}}",[]
48,goern,1540844032,thoth-zuul[bot],1541226681.0,"['approved', 'size/M']","{'thoth-zuul[bot]': 29, 'goern': 2}",thoth-station/core,PullRequest,M,1541226681.0,3.0,[],"{'169522543': {'author': 'fridex', 'words_count': 2, 'submitted_at': 1540844301, 'state': 'APPROVED'}}",[]
49,fridex,1540811112,thoth-zuul[bot],1541226685.0,"['approved', 'size/XS']","{'thoth-zuul[bot]': 20, 'goern': 2}",thoth-station/core,PullRequest,XS,1541226685.0,1.0,[],"{'170736685': {'author': 'goern', 'words_count': 1, 'submitted_at': 1541082328, 'state': 'APPROVED'}}",[]
50,fridex,1540810501,fridex,1540842702.0,['size/S'],"{'thoth-zuul[bot]': 27, 'fridex': 19}",thoth-station/core,PullRequest,S,,1.0,[],{},['goern']
51,fridex,1540810194,goern,1540840107.0,['size/S'],{'thoth-zuul[bot]': 9},thoth-station/core,PullRequest,S,1540840107.0,1.0,[],{},['goern']
52,goern,1540121293,goern,1540991515.0,"['approved', 'size/L']",{'thoth-zuul[bot]': 71},thoth-station/core,PullRequest,L,,3.0,[],"{'169512203': {'author': 'fridex', 'words_count': 6, 'submitted_at': 1540842730, 'state': 'APPROVED'}}",[]
53,fridex,1539683169,thoth-zuul[bot],1539688913.0,"['approved', 'size/XS']",{'thoth-zuul[bot]': 29},thoth-station/core,PullRequest,XS,1539688913.0,1.0,[],"{'165140587': {'author': 'goern', 'words_count': 1, 'submitted_at': 1539687119, 'state': 'COMMENTED'}, '165140845': {'author': 'fridex', 'words_count': 1, 'submitted_at': 1539687150, 'state': 'COMMENTED'}, '165152503': {'author': 'goern', 'words_count': 1, 'submitted_at': 1539688647, 'state': 'APPROVED'}}",[]
54,goern,1539432646,thoth-zuul[bot],1539480789.0,"['approved', 'size/S']",{'thoth-zuul[bot]': 20},thoth-station/core,PullRequest,S,1539480789.0,2.0,[],"{'164483429': {'author': 'harshad16', 'words_count': 3, 'submitted_at': 1539480582, 'state': 'APPROVED'}}",[]
55,goern,1539190109,thoth-zuul[bot],1539191400.0,"['approved', 'size/L']","{'thoth-zuul[bot]': 29, 'goern': 1}",thoth-station/core,PullRequest,L,1539191400.0,4.0,[],"{'163510087': {'author': 'fridex', 'words_count': 2, 'submitted_at': 1539190420, 'state': 'APPROVED'}}",[]
56,goern,1539168206,thoth-zuul[bot],1539191402.0,['size/L'],{'thoth-zuul[bot]': 9},thoth-station/core,PullRequest,L,1539191402.0,2.0,[],{},"['fridex', 'harshad16']"
57,goern,1539081789,goern,1539153904.0,['size/S'],{'thoth-zuul[bot]': 18},thoth-station/core,PullRequest,S,1539153904.0,5.0,[],"{'162870709': {'author': 'fridex', 'words_count': 1, 'submitted_at': 1539082269, 'state': 'CHANGES_REQUESTED'}}",[]
58,fridex,1539073386,thoth-zuul[bot],1539081005.0,"['approved', 'size/S']",{'thoth-zuul[bot]': 20},thoth-station/core,PullRequest,S,1539081005.0,1.0,[],"{'162859163': {'author': 'goern', 'words_count': 1, 'submitted_at': 1539080641, 'state': 'APPROVED'}}",[]
59,goern,1539065886,fridex,1539152170.0,"['approved', 'size/L', 'size/M']","{'thoth-zuul[bot]': 74, 'goern': 10}",thoth-station/core,PullRequest,L,1539152170.0,4.0,[],"{'162765159': {'author': 'fridex', 'words_count': 12, 'submitted_at': 1539066082, 'state': 'COMMENTED'}, '162861328': {'author': 'fridex', 'words_count': 1, 'submitted_at': 1539080971, 'state': 'COMMENTED'}, '162874406': {'author': 'goern', 'words_count': 1, 'submitted_at': 1539082748, 'state': 'COMMENTED'}, '162874888': {'author': 'fridex', 'words_count': 1, 'submitted_at': 1539082809, 'state': 'APPROVED'}, '162874999': {'author': 'fridex', 'words_count': 1, 'submitted_at': 1539082824, 'state': 'COMMENTED'}, '162878529': {'author': 'goern', 'words_count': 1, 'submitted_at': 1539083320, 'state': 'COMMENTED'}}",[]
60,goern,1538848346,thoth-zuul[bot],1539104105.0,"['approved', 'size/L']",{'thoth-zuul[bot]': 47},thoth-station/core,PullRequest,L,1539104105.0,4.0,[],"{'162391188': {'author': 'fridex', 'words_count': 1, 'submitted_at': 1538983916, 'state': 'COMMENTED'}, '162859861': {'author': 'goern', 'words_count': 1, 'submitted_at': 1539080756, 'state': 'COMMENTED'}, '162861787': {'author': 'fridex', 'words_count': 1, 'submitted_at': 1539081042, 'state': 'APPROVED'}}",[]
61,goern,1538830510,goern,1539081539.0,"['size/S', 'size/XXL']",{'thoth-zuul[bot]': 40},thoth-station/core,PullRequest,S,,8.0,[],"{'162395341': {'author': 'fridex', 'words_count': 1, 'submitted_at': 1538984625, 'state': 'COMMENTED'}}",[]
62,fridex,1538750533,fridex,1539073404.0,"['approved', 'size/XS']","{'thoth-zuul[bot]': 28, 'fridex': 3}",thoth-station/core,PullRequest,XS,,3.0,[],"{'162261138': {'author': 'goern', 'words_count': 9, 'submitted_at': 1538833664, 'state': 'COMMENTED'}, '162790694': {'author': 'goern', 'words_count': 1, 'submitted_at': 1539069800, 'state': 'APPROVED'}}",[]
63,goern,1538680664,goern,1538848745.0,['size/XL'],{'thoth-zuul[bot]': 9},thoth-station/core,PullRequest,XL,1538848745.0,1.0,[],{},['ace2107']
64,fridex,1538646291,thoth-zuul[bot],1538849390.0,"['approved', 'size/XS']",{'thoth-zuul[bot]': 29},thoth-station/core,PullRequest,XS,1538849390.0,2.0,[],"{'162268639': {'author': 'goern', 'words_count': 1, 'submitted_at': 1538849195, 'state': 'APPROVED'}}",[]
65,fridex,1537872357,thoth-zuul[bot],1538849042.0,"['approved', 'size/S', 'size/XS']",{'thoth-zuul[bot]': 38},thoth-station/core,PullRequest,S,1538849042.0,3.0,[],"{'159089722': {'author': 'goern', 'words_count': 1, 'submitted_at': 1537972420, 'state': 'COMMENTED'}, '161598290': {'author': 'fridex', 'words_count': 1, 'submitted_at': 1538651062, 'state': 'COMMENTED'}, '162268465': {'author': 'goern', 'words_count': 1, 'submitted_at': 1538848777, 'state': 'APPROVED'}}",[]
66,fridex,1537780841,thoth-zuul[bot],1537867067.0,"['approved', 'size/L']",{'thoth-zuul[bot]': 29},thoth-station/core,PullRequest,L,1537867067.0,2.0,[],"{'158487792': {'author': 'goern', 'words_count': 1, 'submitted_at': 1537866602, 'state': 'APPROVED'}}",[]
67,fridex,1537778475,thoth-zuul[bot],1537780221.0,"['approved', 'size/L']",{'thoth-zuul[bot]': 20},thoth-station/core,PullRequest,L,1537780221.0,2.0,[],"{'158050173': {'author': 'goern', 'words_count': 1, 'submitted_at': 1537778812, 'state': 'APPROVED'}}",[]
68,fridex,1537121954,thoth-zuul[bot],1537263628.0,"['approved', 'size/XS']","{'thoth-zuul[bot]': 38, 'goern': 1}",thoth-station/core,PullRequest,XS,1537263628.0,2.0,[],"{'156242374': {'author': 'goern', 'words_count': 1, 'submitted_at': 1537250131, 'state': 'APPROVED'}}",[]
69,goern,1536644032,goern,1536663599.0,['size/L'],{'thoth-zuul[bot]': 9},thoth-station/core,PullRequest,L,1536663599.0,2.0,[],{},[]
70,goern,1535972344,thoth-zuul[bot],1535973718.0,"['approved', 'size/XS']",{'thoth-zuul[bot]': 20},thoth-station/core,PullRequest,XS,1535973718.0,1.0,[],"{'151789193': {'author': 'fridex', 'words_count': 1, 'submitted_at': 1535972472, 'state': 'APPROVED'}}",[]
71,fridex,1535968890,thoth-zuul[bot],1536122535.0,"['approved', 'size/S']","{'thoth-zuul[bot]': 89, 'fridex': 2}",thoth-station/core,PullRequest,S,1536122535.0,3.0,[],"{'151930344': {'author': 'goern', 'words_count': 1, 'submitted_at': 1536036640, 'state': 'APPROVED'}}",[]
72,fridex,1535968405,thoth-zuul[bot],1536037731.0,"['approved', 'size/XS']","{'thoth-zuul[bot]': 47, 'fridex': 1, 'goern': 1}",thoth-station/core,PullRequest,XS,1536037731.0,3.0,[],"{'151930590': {'author': 'goern', 'words_count': 1, 'submitted_at': 1536036696, 'state': 'APPROVED'}}",[]
73,fridex,1533576837,fridex,1533618632.0,['size/S'],"{'thoth-zuul[bot]': 9, 'fridex': 20}",thoth-station/core,PullRequest,S,1533618632.0,1.0,[],{},['goern']
74,goern,1533389604,goern,1541082422.0,"['approved', 'size/M']","{'thoth-zuul[bot]': 18, 'goern': 1}",thoth-station/core,PullRequest,M,,2.0,[],"{'145504325': {'author': 'harshad16', 'words_count': 1, 'submitted_at': 1534122048, 'state': 'APPROVED'}}",[]
75,goern,1533132280,goern,1539153960.0,"['enhancement', 'size/L', 'size/M', 'size/S']",{'thoth-zuul[bot]': 58},thoth-station/core,PullRequest,L,,3.0,[],{},[]
76,fridex,1533115105,thoth-zuul[bot],1533120297.0,"['approved', 'size/S']",{'thoth-zuul[bot]': 20},thoth-station/core,PullRequest,S,1533120297.0,1.0,[],"{'142355723': {'author': 'goern', 'words_count': 1, 'submitted_at': 1533120054, 'state': 'APPROVED'}}",[]
77,goern,1532586708,goern,1541082479.0,['size/L'],{'thoth-zuul[bot]': 44},thoth-station/core,PullRequest,L,,5.0,[],{},[]
78,fridex,1532499410,fridex,1532584595.0,[],{'thoth-zuul[bot]': 9},thoth-station/core,PullRequest,XS,1532584595.0,1.0,[],"{'140272462': {'author': 'goern', 'words_count': 1, 'submitted_at': 1532511688, 'state': 'APPROVED'}}",[]
79,fridex,1532494232,thoth-zuul[bot],1532496118.0,['approved'],{'thoth-zuul[bot]': 20},thoth-station/core,PullRequest,S,1532496118.0,3.0,[],"{'140187666': {'author': 'goern', 'words_count': 2, 'submitted_at': 1532495905, 'state': 'APPROVED'}}",[]
80,fridex,1532426980,thoth-zuul[bot],1532596194.0,['approved'],"{'thoth-zuul[bot]': 83, 'fridex': 29}",thoth-station/core,PullRequest,M,1532596194.0,4.0,[],"{'139881535': {'author': 'goern', 'words_count': 8, 'submitted_at': 1532430722, 'state': 'COMMENTED'}, '139882940': {'author': 'fridex', 'words_count': 1, 'submitted_at': 1532430902, 'state': 'COMMENTED'}, '139888011': {'author': 'fridex', 'words_count': 1, 'submitted_at': 1532431607, 'state': 'COMMENTED'}, '140301471': {'author': 'goern', 'words_count': 2, 'submitted_at': 1532516927, 'state': 'COMMENTED'}, '140614718': {'author': 'fridex', 'words_count': 1, 'submitted_at': 1532584517, 'state': 'COMMENTED'}, '140614909': {'author': 'fridex', 'words_count': 1, 'submitted_at': 1532584554, 'state': 'COMMENTED'}, '140651543': {'author': 'fridex', 'words_count': 1, 'submitted_at': 1532590798, 'state': 'COMMENTED'}, '140679107': {'author': 'goern', 'words_count': 1, 'submitted_at': 1532595964, 'state': 'COMMENTED'}, '140679195': {'author': 'goern', 'words_count': 1, 'submitted_at': 1532595986, 'state': 'APPROVED'}}",[]
81,goern,1532421380,thoth-zuul[bot],1532443281.0,"['approved', 'enhancement']","{'thoth-zuul[bot]': 122, 'goern': 1}",thoth-station/core,PullRequest,M,1532443281.0,3.0,[],"{'139831479': {'author': 'fridex', 'words_count': 4, 'submitted_at': 1532421724, 'state': 'COMMENTED'}, '139835139': {'author': 'goern', 'words_count': 1, 'submitted_at': 1532422402, 'state': 'COMMENTED'}, '139838523': {'author': 'fridex', 'words_count': 1, 'submitted_at': 1532423088, 'state': 'COMMENTED'}, '139849479': {'author': 'goern', 'words_count': 1, 'submitted_at': 1532425383, 'state': 'COMMENTED'}, '139850903': {'author': 'fridex', 'words_count': 1, 'submitted_at': 1532425691, 'state': 'COMMENTED'}, '139880367': {'author': 'goern', 'words_count': 1, 'submitted_at': 1532430521, 'state': 'COMMENTED'}, '139881306': {'author': 'fridex', 'words_count': 1, 'submitted_at': 1532430664, 'state': 'APPROVED'}}",[]
82,fridex,1532418566,fridex,1532487155.0,[],"{'thoth-zuul[bot]': 18, 'goern': 4}",thoth-station/core,PullRequest,M,1532487155.0,3.0,[],{},['ace2107']
83,goern,1532417923,goern,1539169013.0,"['approved', 'size/L']","{'thoth-zuul[bot]': 72, 'goern': 21, 'fridex': 4}",thoth-station/core,PullRequest,L,1539169013.0,7.0,[],"{'139813191': {'author': 'fridex', 'words_count': 1, 'submitted_at': 1532418483, 'state': 'APPROVED'}, '142368263': {'author': 'fridex', 'words_count': 1, 'submitted_at': 1533122028, 'state': 'APPROVED'}, '163247010': {'author': 'fridex', 'words_count': 1, 'submitted_at': 1539154333, 'state': 'APPROVED'}}",[]
84,fridex,1532409867,thoth-zuul[bot],1532427139.0,['approved'],{'thoth-zuul[bot]': 29},thoth-station/core,PullRequest,XS,1532427139.0,2.0,[],"{'139853886': {'author': 'goern', 'words_count': 1, 'submitted_at': 1532426315, 'state': 'APPROVED'}}",[]
85,fridex,1532069122,fridex,1532487223.0,['approved'],"{'thoth-zuul[bot]': 45, 'goern': 93, 'harshad16': 48, 'fridex': 14}",thoth-station/core,PullRequest,S,1532487223.0,5.0,[],"{'139161415': {'author': 'harshad16', 'words_count': 16, 'submitted_at': 1532103476, 'state': 'APPROVED'}}",[]
